Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"Summit Securities","https://scanx.trade/company/summit-securities-ltd","1,664.30","-1.46%","1,714.00","6,176","1,814.38","14.79","30.80","2,495.00","1,380.00","-0.79%","-19.94%","10.42%","177.43%","190.48%","0.16","-","0.84%","0.88%","70.56","1,808.73","2,040.92","35.13","50.00%","-"
"India Pesticides","https://scanx.trade/company/ipl.ltd","157.40","-0.25%","158.95","70,536","1,812.67","16.38","20.23","245.84","119.79","6.36%","-10.58%","20.85%","-25.05%","-54.13%","1.90","0.48%","7.29%","12.57%","5.56","165.24","192.85","43.91","50.00%","60.00%"
"Oriental Hotels","https://scanx.trade/company/oriental-hotels-ltd","101.49","0.66%","101.83","1,87,717","1,812.60","33.10","-1.45","168.99","98.08","-0.01%","-16.37%","-24.23%","29.37%","330.04%","2.63","0.49%","8.09%","10.20%","2.29","105.36","128.78","43.76","50.00%","-"
"Antelopus Selan Energy","https://scanx.trade/company/selan-exploration-technology-ltd","514.65","0.54%","514.80","2,60,316","1,809.63","27.13","-467.68","767.95","357.00","1.91%","23.42%","-2.92%","83.48%","287.68%","3.06","-","8.57%","18.03%","30.19","492.44","545.39","43.95","60.00%","-"
"Insecticides","https://scanx.trade/company/insecticides-india-ltd","621.10","-0.80%","626.10","12,093","1,807.27","12.95","20.23","1,098.00","570.00","1.16%","-15.10%","8.00%","32.19%","103.15%","1.52","0.32%","10.10%","17.81%","41.30","647.77","778.05","46.58","50.00%","-"
"Kernex Microsystems","https://scanx.trade/company/kernex-microsystems-ltd","1,078.00","-0.36%","1,088.30","41,118","1,806.67","34.59","15.18","1,425.00","621.55","-5.41%","-8.68%","27.21%","292.43%","3,487.35%","10.45","-","-","24.33%","-","1,196.91","1,154.40","36.80","-","-"
"Spandana Sphoorty Financial","https://scanx.trade/company/spandana-sphoorty-financial-ltd","253.10","-2.28%","258.20","62,529","1,804.73","-1.62","30.80","331.23","183.54","6.32%","-7.03%","-0.95%","-55.70%","-57.46%","0.83","-","13.74%","-5.39%","61.28","254.76","259.52","48.17","50.00%","-"
"MSP Steel & Power","https://scanx.trade/company/msp-steel-power-ltd","31.78","-0.90%","32.00","21,34,462","1,801.28","-21.32","18.50","41.00","21.60","10.85%","-8.73%","29.19%","263.20%","326.58%","1.99","-","-","8.37%","-","32.86","32.59","49.97","50.00%","-"
"EPack Prefab Technologies","https://scanx.trade/company/epack-prefab-technologies-ltd","179.21","-0.52%","180.15","1,71,382","1,800.20","22.00","18.50","344.00","174.90","-2.66%","-43.07%","-6.01%","-6.01%","-6.01%","2.63","-","-","21.20%","-","227.67","-","34.16","-","65.00%"
"GNA Axles","https://scanx.trade/company/gna-axles-ltd","419.00","-0.63%","417.80","55,720","1,798.80","16.25","130.59","470.00","271.05","22.28%","36.28%","35.23%","-8.92%","117.18%","1.93","0.71%","18.22%","15.60%","22.03","372.09","330.53","57.12","50.00%","-"
"NDR Auto Components","https://scanx.trade/company/ndr-auto-components-ltd","755.25","-1.22%","764.55","6,526","1,796.39","30.32","130.59","1,220.00","551.00","12.04%","-11.88%","17.91%","429.52%","536.27%","5.62","0.36%","15.27%","21.40%","35.32","759.85","928.17","49.09","0.00%","-"
"Silver Touch Technologies","https://scanx.trade/company/silver-touch-technologies-ltd","1,412.50","-2.14%","1,443.10","39,104","1,791.19","57.84","49.35","1,690.20","610.00","-2.69%","80.37%","115.34%","331.03%","1,487.08%","12.66","0.03%","10.21%","21.82%","14.13","1,322.51","894.68","55.78","50.00%","70.00%"
"Hi-Tech Pipes","https://scanx.trade/company/hitech-pipes-ltd","88.13","-0.63%","89.20","5,58,152","1,789.99","23.67","18.50","127.50","70.70","17.07%","-14.51%","-19.00%","4.36%","169.35%","1.39","0.03%","9.01%","10.70%","3.61","85.57","96.95","56.11","64.25%","65.00%"
"Rico Auto Industries","https://scanx.trade/company/rico-auto-industries-ltd","132.22","0.75%","132.39","59,93,931","1,788.74","33.52","130.59","142.40","54.00","14.33%","24.97%","99.16%","84.15%","220.53%","2.35","0.38%","7.38%","8.59%","2.87","126.02","97.79","58.04","50.00%","70.00%"
"Ideaforge Technology","https://scanx.trade/company/ideaforge-technology-ltd","413.00","-2.73%","427.00","1,23,705","1,786.38","-17.85","-5.98","659.85","304.20","2.92%","-11.83%","10.34%","-68.11%","-68.11%","3.22","-","6.85%","-9.76%","6.34","440.89","489.74","44.58","50.00%","60.00%"
"Accelya Solutions","https://scanx.trade/company/accelya-solutions-india-ltd","1,196.70","-1.46%","1,214.00","5,689","1,786.23","16.82","49.35","1,527.00","1,145.00","-9.22%","-6.78%","-8.72%","4.75%","33.90%","6.90","7.41%","46.93%","51.92%","78.22","1,283.74","1,371.48","41.43","50.00%","-"
"SP Apparels","https://scanx.trade/company/sp-apparels-ltd","707.45","1.94%","704.00","34,786","1,775.18","15.37","-29.04","945.00","600.00","9.93%","-7.79%","2.90%","125.12%","285.74%","1.94","-","12.37%","16.54%","36.96","697.96","757.15","48.82","50.00%","-"
"Vikran Engineering","https://scanx.trade/company/vikran-engineering-ltd","68.46","-3.35%","70.48","27,23,289","1,765.66","24.82","17.81","118.40","66.24","-22.15%","-36.58%","-28.47%","-28.47%","-28.47%","1.57","-","-","32.48%","-","88.10","-","29.25","-","60.00%"
"Geojit Financial Services","https://scanx.trade/company/geojit-financial-services-ltd","63.16","-0.85%","63.51","3,06,001","1,762.94","18.09","30.80","94.79","60.73","-7.51%","-12.47%","-13.83%","57.98%","35.68%","1.52","2.35%","15.71%","19.06%","7.04","71.05","76.01","29.03","50.00%","-"
"RM Drip & Sprinklers System","https://scanx.trade/company/r-m-drip-and-sprinklers-systems-ltd","70.53","-9.99%","70.53","3,97,632","1,761.84","55.60","27.44","621.90","33.10","-30.02%","-12.98%","-82.73%","2,024.40%","184.97%","22.59","-","-","33.71%","-","98.28","75.89","18.60","-","-"
"Indian Hume Pipe","https://scanx.trade/company/indian-hume-pipe-ltd","332.55","-1.84%","337.00","15,957","1,751.93","2.90","19.99","479.00","294.10","-10.88%","-15.95%","-2.33%","145.06%","76.79%","1.28","1.71%","9.36%","49.91%","19.03","388.73","395.75","24.27","50.00%","-"
"Hinduja Global Solutions","https://scanx.trade/company/hgs-hinduja-global-solutions-ltd","376.00","-2.75%","389.20","27,940","1,749.16","107.31","49.35","628.70","377.70","-7.22%","-21.92%","-30.16%","-71.15%","-34.44%","0.23","-","3.31%","3.27%","28.63","419.49","496.56","29.91","50.00%","-"
"Veranda Learning Solutions","https://scanx.trade/company/veranda-learning-solutions-ltd","181.82","-1.79%","185.00","1,08,922","1,740.59","14.54","34.23","272.50","172.15","-12.09%","-11.61%","-20.33%","-8.06%","38.53%","2.09","-","-","-9.39%","-","197.83","214.17","37.50","50.00%","-"
"Ceinsys Tech","https://scanx.trade/company/ceinsys-tech-ltd","972.10","-1.59%","1,007.00","12,065","1,734.34","14.93","49.35","1,061.70","949.20","-3.83%","-3.83%","-3.83%","-3.83%","-3.83%","3.78","0.35%","-","21.95%","-","-","-","-","-","-"
"Sasken Technologies","https://scanx.trade/company/buyback-test1ltd","1,144.90","0.47%","1,138.00","7,388","1,733.70","41.97","49.35","1,714.20","1,134.00","-7.94%","-16.49%","-28.23%","27.94%","35.77%","2.16","2.19%","10.04%","7.73%","47.20","1,320.53","1,399.54","34.37","50.00%","-"
"Sai Silks (Kalamandir)","https://scanx.trade/company/kalamandir.ltd","112.94","-1.48%","114.00","6,01,012","1,732.12","67.87","14.61","223.03","106.55","-2.41%","-32.33%","-21.09%","-53.88%","-53.88%","1.92","-","24.56%","13.17%","3.55","125.50","152.46","42.08","50.00%","65.00%"
"Hindustan Oil Exploration","https://scanx.trade/company/hindustan-oil-exploration-ltd","130.88","-0.58%","131.60","2,51,065","1,731.47","16.38","-467.68","198.99","129.36","-11.01%","-7.88%","-29.18%","-7.34%","34.37%","1.27","-","20.49%","10.59%","13.24","148.46","161.01","32.26","50.00%","70.00%"
"Amrutanjan Health Care","https://scanx.trade/company/amrutajan-health-ltd","596.75","-0.77%","599.95","5,466","1,725.24","30.81","33.06","790.95","544.10","-1.19%","-12.87%","0.56%","-1.09%","9.33%","5.12","0.76%","18.92%","29.24%","15.56","628.49","689.22","41.00","50.00%","-"
"Rane Holdings","https://scanx.trade/company/rane-holdings-ltd","1,206.60","1.31%","1,189.20","9,178","1,722.76","27.80","30.80","1,798.00","1,151.10","-2.16%","-15.25%","-5.48%","30.29%","89.15%","1.51","3.20%","12.79%","24.00%","141.50","1,320.40","1,464.61","37.24","65.95%","-"
"Seshasayee Paper & Boards","https://scanx.trade/company/seshasayee-paper-boards-ltd","271.86","-0.01%","275.94","19,605","1,714.57","20.54","18.92","318.00","211.59","22.68%","10.78%","-4.98%","8.66%","72.99%","0.85","0.88%","14.17%","6.53%","37.42","243.92","262.90","62.32","50.00%","-"
"Landmark Cars","https://scanx.trade/company/landmark-cars-ltd","413.30","-0.88%","414.00","9,635","1,713.74","69.92","14.61","662.80","329.80","18.27%","-23.58%","-10.37%","-26.67%","-9.84%","3.08","0.12%","18.04%","10.44%","12.78","432.43","518.05","46.62","50.00%","-"
"Nitco","https://scanx.trade/company/nitco-ltd","74.77","-1.88%","76.52","97,549","1,713.10","52.10","14.61","163.95","74.90","-7.26%","-14.20%","-27.74%","227.94%","228.66%","5.77","-","-","-127.70%","-","85.77","110.80","36.50","50.00%","-"
"Satin Creditcare","https://scanx.trade/company/satin-creditcare-ltd","154.72","-0.03%","153.95","3,09,508","1,709.21","8.89","30.80","175.90","131.80","1.70%","3.73%","4.73%","18.33%","79.59%","0.65","-","18.16%","12.80%","41.04","151.13","151.49","51.36","50.00%","-"
"Servotech Renewable  Power","https://scanx.trade/company/servotech-power-systems-ltd","75.56","0.60%","75.98","8,70,586","1,706.49","60.09","4.69","168.50","57.51","26.95%","-18.30%","-35.22%","284.92%","3,603.92%","6.55","0.07%","13.47%","19.58%","0.54","75.60","112.52","46.65","50.00%","70.00%"
"Panama Petrochem","https://scanx.trade/company/panama-petrochem-ltd","281.35","0.04%","281.90","15,321","1,701.99","9.07","13.80","403.90","265.55","-1.68%","-4.61%","-20.74%","-7.78%","66.53%","1.26","1.08%","17.70%","18.99%","32.97","291.22","314.12","43.42","67.60%","-"
"M & B Engineering","https://scanx.trade/company/mb-engineering-ltd","297.40","-0.35%","301.40","1,69,053","1,699.59","18.07","-11.88","535.90","291.00","-0.39%","-24.51%","-27.22%","-27.22%","-27.22%","2.86","-","-","32.94%","-","344.71","-","34.51","-","70.00%"
"V Marc","https://scanx.trade/company/v-marc-india-ltd","693.00","1.87%","689.95","33,500","1,692.35","46.03","19.08","805.00","200.30","12.78%","-4.66%","160.72%","1,343.75%","1,371.34%","8.77","-","-","29.97%","-","650.49","524.71","57.60","-","-"
"Algoquant Fintech","https://scanx.trade/company/algoquant-fintech-ltd","60.15","0.60%","59.35","12,13,648","1,690.79","98.62","30.80","71.01","56.00","-3.31%","-13.02%","-13.02%","-13.02%","-13.02%","15.14","-","-","33.25%","-","-","-","44.74","-","-"
"Solarworld Energy Solutions","https://scanx.trade/company/solarworld-energy-solutions-ltd","195.06","-1.49%","200.00","68,706","1,690.64","21.21","-11.88","388.50","195.10","-19.20%","-33.78%","-39.70%","-39.70%","-39.70%","2.29","-","-","30.15%","-","242.82","-","25.34","-","-"
"Somany Ceramics","https://scanx.trade/company/somany-ceramics-ltd","410.15","1.37%","403.25","3,15,945","1,682.14","29.74","111.70","624.00","372.10","6.96%","-4.72%","-6.60%","-25.58%","-6.13%","2.10","0.75%","11.93%","12.15%","22.32","404.50","467.15","53.74","50.00%","-"
"Indo Tech Transformers","https://scanx.trade/company/indo-tech-transformers-ltd","1,580.50","0.18%","1,590.00","21,697","1,678.49","18.65","4.69","2,787.40","1,148.00","28.55%","-7.01%","-25.50%","780.99%","1,526.03%","5.16","-","-","30.43%","-","1,443.82","1,741.84","61.69","11.00%","-"
"Shalby","https://scanx.trade/company/shalby-hospitals-ltd","154.83","-0.39%","156.99","1,01,496","1,672.32","419.86","37.79","274.70","151.00","-6.02%","-27.15%","-21.92%","20.87%","45.45%","1.67","-","7.30%","7.57%","7.22","177.02","202.81","37.33","50.00%","-"
"Go Colors","https://scanx.trade/company/go-colors-ltd","309.55","-4.47%","300.25","5,75,646","1,671.85","24.57","-29.04","943.75","319.00","-18.35%","-41.49%","-57.48%","-66.66%","-75.31%","2.36","-","9.44%","15.67%","15.77","397.86","644.97","26.86","50.00%","-"
"Solara Active Pharma Sciences","https://scanx.trade/company/solara-active-pharma-sciences-ltd","462.20","-0.18%","463.10","36,104","1,671.84","-87.73","4.43","734.40","440.20","-10.92%","-11.75%","-1.67%","37.45%","-63.98%","1.34","-","-","8.96%","-","523.92","573.58","33.09","50.00%","65.00%"
"Ramco Systems","https://scanx.trade/company/ramco-systems-ltd","445.80","-1.35%","452.90","69,497","1,667.82","76.58","49.35","682.35","270.00","9.14%","-26.36%","46.52%","102.09%","-23.79%","5.19","-","-","-5.35%","-","513.76","491.10","35.85","-","-"
"Dollar Industries","https://scanx.trade/company/dollar-industries-ltd","293.35","1.58%","288.80","39,098","1,663.77","15.81","-29.04","429.90","285.65","-6.49%","-17.11%","-25.84%","-8.71%","15.22%","1.83","1.04%","11.66%","16.68%","16.04","328.47","360.81","34.48","50.00%","-"
"Dolphin Offshore","https://scanx.trade/company/dolphin-offshore-ltd","415.35","2.00%","410.45","1,87,039","1,661.59","32.21","-467.68","501.95","217.60","4.50%","17.36%","90.88%","3,527.51%","3,527.51%","5.40","-","-","11.16%","-","433.36","408.15","48.49","-","-"
"Garuda Construction & Engineering","https://scanx.trade/company/garuda-construction-and-engineering-ltd","177.62","-0.83%","178.98","5,09,279","1,652.61","15.75","-11.88","249.30","87.50","11.51%","-20.58%","67.14%","67.00%","67.00%","4.32","0.01%","-","20.41%","-","182.88","177.69","44.93","50.00%","70.00%"
"Asian Granito","https://scanx.trade/company/asian-granito-india-ltd","71.26","-2.40%","73.25","26,14,498","1,652.60","33.94","111.70","78.80","39.15","3.05%","8.18%","60.17%","79.95%","-39.86%","1.17","-","-","2.33%","-","72.54","63.94","49.42","-","-"
"RACL Geartech","https://scanx.trade/company/racl-geartech-ltd","1,401.20","-1.70%","1,446.80","42,141","1,651.75","38.90","130.59","1,691.90","658.05","46.14%","32.29%","90.14%","65.26%","65.26%","5.16","-","-","18.06%","-","1,147.72","1,031.20","60.14","50.00%","-"
"Arman Financial Services","https://scanx.trade/company/arman-financial-services-ltd","1,567.50","-1.52%","1,591.80","24,177","1,647.90","59.12","30.80","1,834.60","1,109.95","-2.77%","-3.86%","22.17%","12.77%","155.15%","1.92","-","25.65%","15.05%","165.64","1,572.55","1,578.72","45.14","50.00%","-"
"Delta Corp","https://scanx.trade/company/delta-corp-ltd","61.27","-1.67%","62.31","12,36,469","1,640.63","7.14","97.24","98.80","61.40","-4.37%","-9.87%","-33.37%","-66.68%","-58.52%","0.73","2.01%","9.72%","14.69%","5.90","67.15","79.05","32.80","67.77%","65.00%"
"Krishna Defence & Allied Industries","https://scanx.trade/company/krishna-defence-allied-industries-ltd","1,084.40","3.15%","1,062.70","2,07,608","1,617.82","43.73","18.50","1,200.00","503.00","14.36%","38.11%","85.91%","712.59%","1,277.02%","9.26","0.04%","-","23.15%","-","932.82","848.16","59.94","-","-"
"Stove Kraft","https://scanx.trade/company/stovekraft-ltd","487.40","0.01%","487.35","52,549","1,613.37","22.35","55.56","820.00","453.15","0.37%","-21.86%","-35.05%","14.97%","-2.09%","5.30","-","27.02%","28.95%","24.77","532.39","604.94","41.06","50.00%","-"
"SMC Global Securities","https://scanx.trade/company/smc-global-securities-ltd","76.85","-1.90%","78.00","1,93,206","1,609.24","19.14","30.80","94.90","50.50","7.02%","28.00%","29.88%","101.44%","46.16%","1.31","1.53%","17.15%","17.14%","20.08","82.35","72.21","42.97","60.00%","-"
"Rishabh Instruments","https://scanx.trade/company/rishabh.ltd","417.65","-2.54%","426.90","44,298","1,606.68","24.22","4.69","490.00","201.50","25.16%","-1.36%","93.27%","-5.75%","-5.75%","2.40","-","-","5.04%","-","398.02","367.56","50.02","-","-"
"EMS","https://scanx.trade/company/emslimited.ltd","288.75","-1.90%","293.00","1,46,660","1,603.45","12.32","-11.88","695.40","288.00","-13.16%","-35.41%","-53.06%","3.16%","3.16%","1.57","0.51%","22.18%","23.98%","30.10","368.80","508.10","32.22","50.00%","65.00%"
"Talbros Automotive Components","https://scanx.trade/company/talbros-automotive-components-ltd","259.60","-0.52%","258.00","36,495","1,602.46","16.30","130.59","326.00","200.20","5.38%","-6.84%","16.41%","209.19%","487.73%","2.37","0.27%","15.12%","19.51%","13.52","269.20","282.34","41.84","50.00%","-"
"Simplex Infrastructures","https://scanx.trade/company/simplex-infrastructures-ltd","202.35","-0.13%","201.77","22,364","1,600.49","24.77","19.99","342.45","188.12","2.49%","-29.95%","-23.60%","400.25%","452.11%","1.72","-","-","1.62%","-","231.89","272.32","37.17","50.00%","-"
"Fino Payments Bank","https://scanx.trade/company/fino-payments-bank-ltd","192.19","-7.73%","209.30","27,86,539","1,599.37","24.98","9.69","339.00","199.15","-9.77%","-34.22%","-14.03%","-11.70%","-64.66%","2.30","-","11.78%","4.97%","11.03","231.37","265.89","31.32","50.00%","70.00%"
"Aimtron Electronics","https://scanx.trade/company/aimtron-electronics-ltd","779.95","0.97%","772.95","18,200","1,592.18","61.50","15.18","1,040.00","358.00","8.68%","-20.13%","74.49%","208.22%","208.22%","10.17","-","-","20.74%","-","815.10","748.41","42.07","-","-"
"Windlas Biotech","https://scanx.trade/company/windlas.ltd","755.00","-1.35%","766.30","12,462","1,591.33","24.05","33.06","1,140.00","731.75","-4.03%","-5.44%","-4.83%","194.81%","85.44%","3.01","0.76%","10.60%","16.47%","28.52","797.88","886.86","38.67","50.00%","-"
"Pashupati Cotspin","https://scanx.trade/company/pashupati-cotspin-ltd","999.55","0.64%","1,005.00","7,606","1,577.69","98.57","177.72","1,005.90","593.40","31.11%","23.81%","65.93%","776.80%","1,565.92%","9.78","0.05%","-","16.08%","-","841.70","747.27","87.68","-","-"
"Apollo Pipes","https://scanx.trade/company/apollo-pipes-ltd","358.00","3.11%","347.25","3,92,832","1,576.93","104.01","27.44","494.95","252.10","31.57%","18.72%","-0.06%","-27.34%","52.60%","1.85","0.20%","22.15%","5.99%","10.31","298.43","358.02","72.29","50.00%","-"
"Som Distilleries & Breweries","https://scanx.trade/company/som-distilleries-breweries-ltd","80.43","-0.94%","80.60","5,19,328","1,568.29","18.65","29.35","173.03","78.51","-10.54%","-30.93%","-28.34%","70.84%","537.32%","2.04","-","16.06%","17.34%","4.82","94.51","127.65","37.11","50.00%","65.00%"
"Sanstar","https://scanx.trade/company/sanstarltd","86.03","-0.12%","85.60","1,33,944","1,567.85","23.63","34.23","107.29","80.00","-7.14%","-7.02%","-4.43%","-25.24%","-25.24%","2.56","-","26.31%","31.75%","3.62","91.00","91.77","32.93","60.00%","-"
"GPT Infraprojects","https://scanx.trade/company/gpt-infraprojects-ltd","124.02","-0.02%","124.00","1,59,401","1,567.17","17.60","19.99","149.80","84.48","21.59%","13.72%","27.19%","394.50%","1,082.27%","2.86","2.42%","-","21.01%","-","110.64","117.84","62.38","50.00%","-"
"UGRO Capital","https://scanx.trade/company/ugro-capital-ltd","111.03","-3.88%","114.70","6,71,681","1,552.84","14.43","30.80","195.94","112.00","-24.41%","-35.77%","-27.24%","-25.35%","-1.03%","0.52","-","8.30%","9.51%","13.40","150.67","169.03","21.81","50.00%","-"
